accessionNumber,accessionYear,systemNumber,objectType,_primaryTitle,_primaryPlace,_primaryMaker__name,_primaryMaker__association,_primaryDate,_primaryImageId,_sampleMaterial,_sampleTechnique,_sampleStyle,_currentLocation__displayName,_objectContentWarning,_imageContentWarning
T.162-1979,1979.0,O315920,Jacquard card,,England,Unknown,,1970s,2019MH3497,,,,"Design Gallery, The Factory, Case 1",False,False
T.269&A-1972,1972.0,O315797,Afternoon dress,,New York,Appel (New York),designer,1895,2024NU0148,shot silk,dress-making,,in storage,False,False
T.338-1974,1974.0,O74046,Evening dress,Samovar,Paris,Paul Poiret,designer,1921-1922,2006AP3473,Rayon,,,in storage,False,False
T.188-1958,1958.0,O315507,Cap,,England,unknown,,16th century,2015HR7010,wool,knitting,,SR002,False,False
T.427-1994,1994.0,O315235,Waistcoat shape,,France,Unknown,,1780s,2006BC7652,silk (textile),hand weaving,,in storage,False,False
T.425-1994,1994.0,O315202,Dress ornament,,London,Orplid glassworks,manufacturer,1939-1955,,glass,,,"Glass, Room 131",False,False
T.71:1 to 3-1993,1993.0,O315098,Hat,,Great Britain,A. J. White Ltd,maker,1930-1939,2012FU7970,,,,in storage,False,False
E.224-2011,2011.0,O1193451,Photograph,Barbara Goalen with gloves and hat,London,"French, (Leonard) John",photographer,1950,2013GN9760,photographic paper,gelatin silver process,,"Prints & Drawings Study Room, level F",False,False
T.332:1-1996,1996.0,O315061,Sleeve ruffle,,Great Britain,Unknown,,1760-1769,2014HC9332,muslin,embroidering,,"Europe 1600-1815, Room 1",False,False
T.35-1950,1950.0,O314868,Skirt,,,,,late 19th century,2017KB2388,silk,weaving,,in storage,False,False
M.12-1997,1997.0,O314727,Miniature purse,,England,Unknown,,ca. 1880,2006AN5168,steel,cut,,in storage,False,False
5608-1859,1859.0,O310804,Busk,Stay or busk bone,France,Unknown,,ca. 1590-1610,2012FF9752,ivory,carving,,in storage,False,False
5609-1859,1859.0,O310803,Busk,Stay or busk bone,France,Unknown,,ca. 1590-1610,2012FK3049,ivory,carving,,in storage,False,False
T.463-1997,1997.0,O306376,Lounge coat,,Great Britain,Unknown,,1870-1875,2021NA7562,wool (textile),sewing,,in store,False,False
T.394-1993,1993.0,O1175144,Hat,,Great Britain,"Koshino, Michiko",designer,1993-1994,2018LF8685,wool (textile),knitting,,in storage,False,False
IS.13:3-2010,2010.0,O1174995,Blouse,,India,Unknown,,ca. 1960-2000,2012FT7890,silk (textile),woven,,,False,False
IS.13:2-2010,2010.0,O1174994,Petticoat,,India,Unknown,,1960-2000,2012FT7891,silk (textile),woven,,,False,False
IS.13:1-2010,2010.0,O1174993,Sari,,Dhaka,Unknown,,ca. 1940,2012FT7892,silk (textile),woven,,,False,False
T.31F&G-1932,1932.0,O1173104,Pair of overshoes,,Hetian,Unknown,,1800-1900,2006AL1460,leather,velvet weave,Qing,,False,False
T.31A-1932,1932.0,O1173101,Waistcoat,,Hetian,Unknown,,1800-1900,2021NB4182,silk (textile),damask weaving,Qing,,False,False
E.21600-1957,1957.0,O180498,Print,Dame habillée en grand Domino tres élégant pour aller au Bal masqué.,France,"Janinet, Jean-François",engraver,ca. 1783,2006AN2074,printing ink,aquatint,,"Prints & Drawings Study Room, level C",False,False
T.268A-1958,1958.0,O180445,Button,,France,Unknown,,About 1780,2019MC5806,Gouache,painting,,in storage,False,False
2203-1855,1855.0,O180119,Powder flask,,Nuremberg,"Amman, Jost",designed by,ca.1580-1600,2016JL6070,Bronze,casting,,in storage,False,False
T.483-1985,1985.0,O141947,Hat,The Pirelli Calendar 1985,England,"Boyd, John",designer,1984,2013GA8278,straw,applied work,,001,False,False
E.1690-1989,1989.0,O178547,Textile design,,Great Britain,Jacob Dimoldenberg,maker,ca. 1930,2017JT3971,body colour,drawing,,"Prints & Drawings Study Room, level C",False,False
E.855-1989,1989.0,O177919,Fashion design,,Great Britain,Ursula Hertz-Sternberg,artist,c. 1950,2023NN2293,pen and ink and watercolour,drawing,,"Prints & Drawings Study Room, level D",False,False
E.852-1989,1989.0,O177916,Fashion design,,Great Britain,Ursula Hertz-Sternberg,artist,c. 1950,2023NN2299,pen and ink and watercolour,drawing,,"Prints & Drawings Study Room, level D",False,False
E.851-1989,1989.0,O177915,Fashion design,,Great Britain,Ursula Hertz-Sternberg,artist,c. 1950,2023NN2298,pen and ink and watercolour,drawing,,"Prints & Drawings Study Room, level D",False,False
E.684-1989,1989.0,O177769,Print,,Europe,fries,designer,c.1935,,printer's ink,half-tone,,"Prints & Drawings Study Room, level D",False,False
E.683-1989,1989.0,O177768,Print,,Paris,fries,designer,c.1935,,printer's ink,half-tone,,"Prints & Drawings Study Room, level D",False,False
E.407-1989,1989.0,O177492,Design,,Europe,fries,designer,early 20th century,,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
M.123-1922,1922.0,O175970,Monumental brass,,England,Unknown,,ca. 1480,2006BB2318,brass (alloy),engraving (incising),,"Medieval and Renaissance, Room 10c",False,False
M.122-1922,1922.0,O175964,Monumental brass,,England,Unknown,,ca. 1480,2009CC5590,brass (alloy),engraving (incising),,"Medieval and Renaissance, Room 10c",False,False
E.683-1994,1994.0,O175600,Print,Honi soit qui mal y pense,Great Britain,"Forster, Peter",artist,1988,,ink,wood engraving,,"Prints & Drawings Study Room, level C",False,False
E.1044-1988,1988.0,O174020,Fashion design,,France,Hilda Evelyn May Steward,maker,c.1919,,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
E.1043-1988,1988.0,O174019,Fashion design,,France,Hilda Evelyn May Steward,maker,c.1919,,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
E.1042-1988,1988.0,O174018,Fashion design,,France,Hilda Evelyn May Steward,maker,c.1919,,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
E.1041-1988,1988.0,O174017,Fashion design,,France,Hilda Evelyn May Steward,maker,c.1919,,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
E.1040-1988,1988.0,O174016,Fashion design,,France,Hilda Evelyn May Steward,maker,c.1919,,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
E.1038-1988,1988.0,O174014,Fashion design,,France,Hilda Evelyn May Steward,maker,c.1919,,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
E.1037-1988,1988.0,O174013,Fashion design,,France,Hilda Evelyn May Steward,maker,c.1919,,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
E.1036-1988,1988.0,O174012,Fashion design,,France,Hilda Evelyn May Steward,maker,c.1919,,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
E.1035-1988,1988.0,O174011,Fashion design,and a decorative border.,France,Hilda Evelyn May Steward,maker,c.1919,,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
E.1030-1988,1988.0,O174010,Fashion design,,France,Hilda Evelyn May Steward,maker,c.1919,,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
E.1029-1988,1988.0,O174009,Fashion design,,France,Hilda Evelyn May Steward,maker,c.1919,,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
E.1028-1988,1988.0,O174008,Fashion design,Satisfied at Mortons.,France,Hilda Evelyn May Steward,maker,c.1919,,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
E.1027-1988,1988.0,O174007,Fashion design,,France,Hilda Evelyn May Steward,maker,c.1919,,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
E.1026-1988,1988.0,O174006,Fashion design,,France,Hilda Evelyn May Steward,maker,c.1919,,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
E.1025-1988,1988.0,O174005,Fashion design,,France,Hilda Evelyn May Steward,maker,c.1919,,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
E.1024-1988,1988.0,O174004,Fashion design,,France,Hilda Evelyn May Steward,maker,c.1919,,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
E.1023-1988,1988.0,O174003,Fashion design,,France,Hilda Evelyn May Steward,maker,c.1919,,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
E.1022-1988,1988.0,O174002,Fashion design,,France,Hilda Evelyn May Steward,maker,c.1919,,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
E.1021-1988,1988.0,O174001,Fashion design,,France,Hilda Evelyn May Steward,maker,c.1919,,pencil,drawing,,"Prints & Drawings Study Room, level D",True,False
E.1007-1988,1988.0,O173999,Fashion design,,France,Hilda Evelyn May Steward,maker,c.1919,,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
E.1006-1988,1988.0,O173998,Fashion design,,France,Hilda Evelyn May Steward,maker,c.1919,,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
E.1005-1988,1988.0,O173997,Fashion design,,France,Hilda Evelyn May Steward,maker,c.1919,,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
E.1004-1988,1988.0,O173996,Fashion design,,France,Unknown,maker,c.1919,,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
E.1003-1988,1988.0,O173995,Fashion design,,France,Hilda Evelyn May Steward,maker,c.1919,,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
E.1002-1988,1988.0,O173994,Fashion design,,France,Unknown,maker,c.1919,,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
E.1001-1988,1988.0,O173993,Fashion design,,France,Unknown,maker,c.1919,,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
E.1000-1988,1988.0,O173992,Fashion design,,France,Unknown,maker,c.1919,,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
E.999-1988,1988.0,O173991,Fashion design,,France,Unknown,maker,c.1919,,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
E.998-1988,1988.0,O173990,Fashion design,,France,Unknown,maker,c.1919,,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
E.997-1988,1988.0,O173989,Fashion design,,France,Unknown,maker,c.1919,,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
E.996-1988,1988.0,O173988,Fashion design,,France,Unknown,maker,c.1919,,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
E.995-1988,1988.0,O173987,Fashion design,,France,Unknown,maker,c.1919,,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
E.994-1988,1988.0,O173986,Fashion design,,France,Unknown,maker,c.1919,,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
E.993-1988,1988.0,O173985,Fashion design,,France,Unknown,maker,c.1919,,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
E.992-1988,1988.0,O173984,Fashion design,,France,Unknown,maker,c.1919,,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
E.991-1988,1988.0,O173983,Fashion design,,France,Unknown,maker,c.1919,,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
E.990-1988,1988.0,O173982,Fashion design,,France,Unknown,maker,c.1919,,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
E.989-1988,1988.0,O173981,Fashion design,,France,Unknown,maker,c.1919,,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
E.988-1988,1988.0,O173980,Fashion design,,France,Unknown,maker,c.1919,,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
E.987-1988,1988.0,O173979,Fashion design,,France,Unknown,maker,c.1919,,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
E.986-1988,1988.0,O173978,Fashion design,,France,Unknown,maker,c.1919,,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
E.985-1988,1988.0,O173977,Fashion design,,France,Unknown,maker,c.1919,,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
E.984-1988,1988.0,O173976,Fashion design,,France,Unknown,maker,c.1919,,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
E.983-1988,1988.0,O173975,Fashion design,,France,Unknown,maker,c.1919,,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
E.982-1988,1988.0,O173974,Fashion design,,France,Unknown,maker,c.1919,,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
E.981-1988,1988.0,O173973,Fashion design,,France,Unknown,maker,c.1919,,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
E.980-1988,1988.0,O173972,Fashion design,,France,Unknown,maker,c.1919,,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
E.979-1988,1988.0,O173971,Fashion design,,France,Unknown,maker,c.1919,,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
E.978-1988,1988.0,O173970,Fashion design,,France,Unknown,maker,c.1919,,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
E.977-1988,1988.0,O173969,Fashion design,,France,Unknown,maker,c.1919,,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
E.976-1988,1988.0,O173968,Fashion design,,France,Unknown,maker,c.1919,,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
E.975-1988,1988.0,O173967,Fashion design,,France,Unknown,maker,c.1919,,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
E.974-1988,1988.0,O173966,Fashion design,,France,Unknown,maker,c.1919,,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
E.380-1994,1994.0,O172409,Print,Charnaux,London,"Schleger, Hans",artist,1933-1935,,ink,photo-lithography,Art Deco,"Prints & Drawings Study Room, level C",False,False
E.381-1994,1994.0,O172408,Print,Charnaux,London,Charnaux,commissioned by,1933-1935,,ink,photo-lithography,Art Deco,"Prints & Drawings Study Room, level C",False,False
E.376-1994,1994.0,O172403,Print,Charnaux,London,"Kauffer, Edward McKnight",artist,1933-1935,,ink,photo-lithography,Art Deco,"Prints & Drawings Study Room, level C",False,False
E.377-1994,1994.0,O172399,Print,Charnaux,London,"Kauffer, Edward McKnight",artist,1933-1935,2020MN9457,paper (fiber product),photo-lithography,Art Deco,"Prints & Drawings Study Room, level C",False,False
E.378:!-1994,1994.0,O172397,Print,Charnaux,London,"Schleger, Hans",artist,1933-1935,,ink,photo-lithography,Art Deco,"Prints & Drawings Study Room, level C",False,False
E.379-1994,1994.0,O172388,Print,Charnaux,London,"Schleger, Hans",artist,1933-1935,,ink,photo-lithography,Art Deco,"Prints & Drawings Study Room, level C",False,False
E.273-1998,1998.0,O171237,Poster,Continuing environmental degradation that affects all human lives often has a more direct impact on women,UK,"Aboutboul, Lolli",designer,1995,2014HG8291,,offset lithography,,"Prints & Drawings Study Room, level C",False,False
E.272-1998,1998.0,O171230,Poster,A safe family environment safeguards the world environment.,UK,"Aboutboul, Lolli",designer,1995,2014HG8290,,offset lithography,,"Prints & Drawings Study Room, level C",False,False
T.266&A-1963,1963.0,O170944,Pair of shoes,,France,Melnotte,maker,ca. 1850,2007BP8737,leather,sewing,,"British Galleries, Room 122",False,False
E.21705-1957,1957.0,O170524,Costume plate,Bachelor of Arts,London,"Agar, John Samuel",artist,1814,,printing ink,engraving,,"Prints & Drawings Study Room, level C",False,False
E.271-1998,1998.0,O170523,Poster,Conquering poverty is an absolute requirement for sustainable development,UK,"Aboutboul, Lolli",designer,1995,2014HG8287,,offset lithography,,"Prints & Drawings Study Room, level C",False,False
D.613&A-1894,1894.0,O169066,Armour design,The Almain Armourer's Album,Greenwich,"Halder, Jacob",designer,1557-1587,2006AV8277,paper,drawing,Renaissance,"Prints & Drawings Study Room, level C",False,False
T.847-1994,1994.0,O168740,Hat,,Great Britain,Unknown,,1820-1835,2008BU3454,silk (textile),velvet weave,,in storage,False,False
T.171-1990,1990.0,O168477,Hat,,Great Britain,Rudolf,designer,ca. 1955,2025PF7288,silk (textile),satin weave,,in storage,False,False
S.222-2008,2008.0,O167586,T-shirt,The Picnic,Great Britain,unknown,makers,1978,2009BY1353,cotton (textile),screen printing,,"Theatre and Performance Galleries, Room 106",False,False
T.352-1970,1970.0,O167575,Miniature day dress,,England,Unknown,,ca. 1830,2011ER6273,moiré (textile),,,in storage,False,False
S.223-2008,2008.0,O167275,T-shirt,"Oh God, Not Another Boring Old Knebworth",Great Britain,unknown,makers,1978,2009BY1396,cotton (textile),screen printing,,"Theatre and Performance Galleries, Room 106",False,False
E.1538-1954,1954.0,O167219,Fashion drawing,,,"Fromenti, Marcel",artist,1953-1954,2007BM2411,pen and ink,,,"Prints & Drawings Study Room, level D",False,False
E.1591-1954,1954.0,O167215,Fashion drawing,,,"Fromenti, Marcel",artist,1953-1954,2007BM2451,,,,"Prints & Drawings Study Room, level D",False,False
T.65&A-1973,1973.0,O167102,Wedding dress,,London,Aida Woolf,designer,June 1923,2018KN9235,lamé,,,in storage,False,False
T.765-1972,1972.0,O166832,Fan,,France,Unknown,,ca. 1770,2020ML8140,silk (textile),painting,,In store,False,False
T.55-2008,2008.0,O166710,Coat,Alexander,London,"Koger, Marijke",designer,late 1967-early 1968,2011ET3646,lurex brocade,,,in store,False,False
D.588&A-1894,1894.0,O166503,Armour design,The Almain Armourer's Album,Greenwich,"Halder, Jacob",designer,1557-1587,2006AV8303,paper,drawing,Renaissance,"Prints & Drawings Study Room, level C",False,False
860 to E-1870,1870.0,O166431,Button,Six buttons with pastoral scenes,Dieppe,Unknown,,ca. 1780 - ca. 1800,2012FG4047,ivory,carving,,in storage,False,False
S.793-1990,1990.0,O166086,T-shirt,Anarchy in the UK,Great Britain,"Reid, Jamie",designers,ca. 1978,2009BY1293,cotton (textile),screen printing,,In store,False,False
T.564 to 566-1993,1993.0,O164966,Man's suit,Teddy Boy Suit,London,"Amies, Edwin Hardy",designer,ca. 1972,2022NE2377,worsted,plain weave,,in store,False,False
T.182-1995,1995.0,O164870,T-shirt,Vive Le Rock,Great Britain,"McLaren, Malcolm",designer,1977-1980,2012FF4643,cotton (textile),printing,Punk,in storage,False,False
T.224&A-1990,1990.0,O164780,Pair of shoes,Fallen Angels,Great Britain,"Cox, Patrick",designer,1985,2015HU9426,leather,shoe-making,,in storage,False,False
T.63-1918,1918.0,O164688,Bag,,Marne,Mission Anglaise de la Société des Amis,designed under the direction of,1918,2010EL5961,linen,embroidery,,in store,False,False
T.670B-1913,1913.0,O164662,Waistcoat,,Great Britain,Unknown,,1790s,2012FR9002,silk (textile),hand embroidery,,in storage,False,False
T.311-1965,1965.0,O164660,Waistcoat,,Great Britain,Unknown,,1735-1745,2019MF8969,silk (textile),hand embroidery,,in store,False,False
"T.600:1, 2-1993",1993.0,O164583,Pair of cowboy boots,,United States,,,1940s,2016HY2884,leather,sewing,,"Imagine Gallery, Adventure, Case 10",False,False
767-1852,1852.0,O164446,Banarasi Sari,,Varanasi,,,c.1850,2011EY5817,silk,weaving,,in storage,False,False
T.42:1&2-2007,2007.0,O164353,Evening dress,Carresaute,London,Lucile,designer,1905,2008BU9984,silk chiffon,embroidery,,in storage,False,False
E.547-2008,2008.0,O164095,Design,America,London,"Bell, John",designer,1864,2009BW6023,pencil,,,"Prints & Drawings Study Room, room WS",False,False
E.545-2008,2008.0,O163935,Design,America,London,"Bell, John",designer,1864,2009BW6021,paper,drawing,,"Prints & Drawings Study Room, room WS",False,False
E.3379-1932,1932.0,O218511,Embroidery design,Kunst-und Fleiss-übende Nadel-Ergötzungen oder neu- erfundenes Neh- und Stick-Buch,Nuremberg,"Helm, Margaretha",made,ca.1725,2010EF5951,ink,engraving,,"Prints & Drawings Study Room, level D",False,False
4665&A-1858,1858.0,O159240,Pair of gloves,,Great Britain,Unknown,,1600-1615,2020MN5788,kidskin,hand sewing,,"British Galleries, Room 56, The Djanogly Gallery",False,False
T.87-1965,1965.0,O158882,Bag,,Great Britain,Unknown,,1600-1650,2009BY0331,silk taffeta,hand sewing,,in storage,False,False
T.12&A-1971,1971.0,O156983,Pair of gloves,,France,Unknown,,ca 1830,2006BD2948,silk thread,hand embroidery,,,False,False
LOAN:GILBERT.963:13-2008,2008.0,O156349,Case,,Rome,,,ca.1850,2008BW3489,,,,in storage,False,False
LOAN:GILBERT.963:12-2008,2008.0,O156348,Stud,,Rome,Unknown,,ca. 1850,2008BW3489,mosaic glass,micromosaic,,"Rosalinde and Arthur Gilbert Collection, Room 73",False,False
LOAN:GILBERT.963:11-2008,2008.0,O156347,Stud,,Rome,Unknown,,ca. 1850,2008BW3489,mosaic glass,micromosaic,,"Rosalinde and Arthur Gilbert Collection, Room 73",False,False
LOAN:GILBERT.963:10-2008,2008.0,O156346,Button,,Rome,Unknown,,ca. 1850,2008BW3489,mosaic glass,micromosaic,,"Rosalinde and Arthur Gilbert Collection, Room 73",False,False
LOAN:GILBERT.963:9-2008,2008.0,O156345,Button,,Rome,Unknown,,ca. 1850,2008BW3489,mosaic glass,micromosaic,,"Rosalinde and Arthur Gilbert Collection, Room 73",False,False
LOAN:GILBERT.963:8-2008,2008.0,O156344,Button,,Rome,Unknown,,ca. 1850,2008BW3489,mosaic glass,micromosaic,,"Rosalinde and Arthur Gilbert Collection, Room 73",False,False
LOAN:GILBERT.963:7-2008,2008.0,O156343,Button,,Rome,Unknown,,ca. 1850,2008BW3489,mosaic glass,micromosaic,,"Rosalinde and Arthur Gilbert Collection, Room 73",False,False
LOAN:GILBERT.963:6-2008,2008.0,O156342,Button,,Rome,Unknown,,ca. 1850,2008BW3489,mosaic glass,micromosaic,,"Rosalinde and Arthur Gilbert Collection, Room 73",False,False
LOAN:GILBERT.963:5-2008,2008.0,O156341,Button,,Rome,Unknown,,ca. 1850,2008BW3489,mosaic glass,micromosaic,,"Rosalinde and Arthur Gilbert Collection, Room 73",False,False
LOAN:GILBERT.963:4-2008,2008.0,O156340,Button,,Rome,Unknown,,ca. 1850,2008BW3489,mosaic glass,micromosaic,,"Rosalinde and Arthur Gilbert Collection, Room 73",False,False
LOAN:GILBERT.963:3-2008,2008.0,O156339,Button,,Rome,Unknown,,ca. 1850,2008BW3489,mosaic glass,micromosaic,,"Rosalinde and Arthur Gilbert Collection, Room 73",False,False
LOAN:GILBERT.963:2-2008,2008.0,O156338,Button,,Rome,Unknown,,ca. 1850,2008BW3489,mosaic glass,micromosaic,,"Rosalinde and Arthur Gilbert Collection, Room 73",False,False
T.63&A-1942,1942.0,O155935,Blouse,Board of Trade Pattern No.18.,London,"Champcommunal, Elspeth",designer,autumn 1942,2006AV6228,rayon crêpe,,,in storage,False,False
CIRC.286-1974,1974.0,O154708,Design,,London,rhodes,designer,1971,2009CD5536,pen,drawing,,"Prints & Drawings Study Room, level D",False,False
CIRC.282-1974,1974.0,O154706,Design,,London,rhodes,designer,1971,2009CD5535,wash,drawing,,"Prints & Drawings Study Room, level D",False,False
IM.70-1927,1927.0,O154695,Girdle,,Deccan,Unknown,,early 18th century,2018KP5193,cotton,stencilled,Mughal,in storage,False,False
T.22&A-1960,1960.0,O154432,Day dress,,Great Britain,Unknown,,ca. 1908,2012FH8089,linen,embroidery,,in storage,False,False
T.21:103-1955,1955.0,O154205,Dress fabric,,Iran,Unknown,,1800-1899,2018LG6587,,,,in storage,False,False
T.43&A-1960,1960.0,O154095,Walking costume,,London,Mascotte,maker,ca. 1912,2013GN8219,gabardine,tailoring,,SR002,False,False
CIRC.648-1964,1964.0,O154006,Blouse,,Great Britain,,,c. 1908,2013GR5653,lawn,sewing,,RAIL,False,False
E.101-1997,1997.0,O153902,Design,,Britain,clarkson,designer,01/06/1997 to 01/09/1997,,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
E.102-1997,1997.0,O153900,Design,,Britain,clarkson,designer,01/06/1997 to 01/09/1997,,paper,photocopied,,"Prints & Drawings Study Room, level D",False,False
E.104-1997,1997.0,O153899,Design,,Britain,clarkson,designer,01/06/1997 to 01/09/1997,,metal,collage,,"Prints & Drawings Study Room, level D",False,False
E.103-1997,1997.0,O153898,Design,,Britain,clarkson,designer,01/06/1997 to 01/09/1997,,metal,collage,,"Prints & Drawings Study Room, level D",False,False
E.1332-1979,1979.0,O153886,Design,,,blahnik,designer,1980,2009CD5507,,,,"Prints & Drawings Study Room, level D",False,False
E.1331-1979,1979.0,O153880,Design,,,blahnik,designer,1980,2009CD5517,,,,"Prints & Drawings Study Room, level D",False,False
E.140-1978,1978.0,O153873,Fashion design,,Britain,"jean, muir",maker,1977,2009CD5540,felt tip pen,,,"Prints & Drawings Study Room, level D",False,False
E.139-1978,1978.0,O153872,Fashion design,,Britain,muir,maker,1977,2009CD5518,textile,,,"Prints & Drawings Study Room, level D",False,False
E.1491-1991,1991.0,O153814,Design,,England,"Exley, David",designer,1972,2009CD5503,paper,drawing,psychedelic,"Prints & Drawings Study Room, level D",False,False
E.1490-1991,1991.0,O153813,Design,,England,"Exley, David",designer,1972,2009CD5504,paper,drawing,psychedelic,"Prints & Drawings Study Room, level D",False,False
E.525-1975,1975.0,O153790,Fashion design,,London,"Quant, Mary",designer,1966-1970,,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
E.523-1975,1975.0,O153788,Fashion design,,London,"Quant, Mary",designer,1967-1970,,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
E.520-1975,1975.0,O153787,Fashion design,Fireworks,London,"Quant, Mary",designer,1966-1970,2006AY8674,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
T.428B-1974,1974.0,O153782,Button,,France,Elsa Schiaparelli,designer,1937-1938,2025PE2993,plaster,casting,,In store,False,False
T.428A-1974,1974.0,O153778,Button,,France,Elsa Schiaparelli,designer,1937-1938,2025PE2993,plaster,casting,,In store,False,False
T.111&A-1974,1974.0,O153776,Pair of boots,,Paris,André Courrèges,designer,1965,2016JA7743,leather,shoe-making,,in storage,False,False
E.1540-1954,1954.0,O153754,Fashion drawing,Rolling Stone,Britain,"Fromenti, Marcel",artist,1953-1954,,,,,"Prints & Drawings Study Room, level D",False,False
T.390 to B-1980,1980.0,O153753,Wedding dress,,London,E. Gill,designer,1872-1874,,silk satin,lace-making,,in storage,False,False
E.1610-1954,1954.0,O153751,Fashion drawing,,Britain,"Fromenti, Marcel",artist,1953-1954,2010EG4217,,,,"Prints & Drawings Study Room, level D",False,False
E.1564-1954,1954.0,O153748,Fashion drawing,,Britain,"Fromenti, Marcel",artist,1953-1954,2007BM2413,,,,"Prints & Drawings Study Room, level D",False,False
E.1545-1954,1954.0,O153747,Fashion drawing,Frederic,Britain,"Fromenti, Marcel",artist,1953-1954,2007BM2424,,,,"Prints & Drawings Study Room, level D",False,False
E.1556-1954,1954.0,O153745,Fashion drawing,,Britain,"Fromenti, Marcel",artist,1953-1954,2007BM2410,,,,"Prints & Drawings Study Room, level D",False,False
E.920-1976,1976.0,O153705,Design,,Britain,"Selwood, Cordelia",designer,ca. 1936-1939,2009CD5539,watercolour,,,"Prints & Drawings Study Room, level D",False,False
E.37-1943,1943.0,O153697,Fashion design,,London,"Hartnell, Norman",designer,1936-39,2009CD5502,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
E.19-1943,1943.0,O153696,Fashion design,,London,"Hartnell, Norman",designer,1936-39,2010EG4200,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
E.16-1943,1943.0,O153693,Fashion design,,London,"Hartnell, Norman",designer,1936-39,2010EG4223,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
E.15-1943,1943.0,O153689,Fashion design,,London,"Hartnell, Norman",designer,1936-39,2010EG4250,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
E.29-1943,1943.0,O153664,Fashion design,,London,"Hartnell, Norman",designer,c.1923,2010EG4150,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
E.28-1943,1943.0,O153662,Fashion design,,London,"Hartnell, Norman",designer,c.1923,2014HE0529,pencil,drawing,,"Prints & Drawings Study Room, level D",False,False
E.957-1977,1977.0,O153657,Design,,,Vermont,designer,ca. 1913,2009CD5513,,,,"Prints & Drawings Study Room, level D",False,False
E.1539-1977,1977.0,O153622,Design,,,westwood,designer,1918-1919,2009CD5577,,,,"Prints & Drawings Study Room, level D",False,False
